Alignement,AlphaGaitDmin,BasDeButte,BasDeButte2,Bip,c3d,CGR18,CGR28,ChuteGrille,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,CoupsDePedal,DebutOrdre,DistanceDmin,DistanceRecul,Dmin,Engagement,EngagementDmin,FinMarkerVisible,FinOrdre,FinSignalSensix,FinSignalSonore,ForceGuidonMax,ForceUDepart,ForceUPiedArMax,ForceUPiedAvMax,Franchissement,GaitDown,HauteurFWDmin,HauteurFWRecul,ImpulsionParCoups,ImpulsionParCoupsPAr,ImpulsionParCoupsPAv,longueurManivelle,MasseRider,MoyennePuissanceBasDeButte,MoyennePuissanceButteTotale,MoyennePuissancePremCassure,PDenHaut,PGenHaut,PourcFuPremCassure,PremCassure,PuissanceMaxBasDeButte,PuissanceMaxPremCassure,Rate,RateForceDeveloppement,Recul,TailleRider,ThetaManivelleDepart,ThetaManivelleRecul,TimeToPeak,TpsBasDeButte,TpsDmin,TpsPassageGrille,TpsPremCassure,TpsReaction,TpsRecul,TpsTroism,TravailParCoups,TravailParCoupsPAr,TravailParCoupsPAv,Troism,VitesseBasDeButte,VitessePassageGrille,VitessePremCassure,VitesseTroism,VMaxBasDeButte,VMaxPremCassure
7289.0,7.363395158257718,7939.0,7958.0,7098.0,6.28866672935e-313,7337.0,7624.0,7206.0,7353.0,7468.0,7559.0,7636.0,7701.0,7758.0,7809.0,7858.0,8497.0,8497.0,4826.0,12.92471354419137,7.868560198692718,7300.0,7277.0,10.21530447746441,7664.0,6416.0,8945.0,7881.0,,456.8529968261719,1665.7359619140618,7265.0,7341.0,7309.0,12.136822062696249,5.1171637030255495,33249.78890209615,-5451.045782809853,38700.834684906,180.0,83.19999999999997,783.0285840490611,764.9427638261773,757.0085851782192,7353.0,7468.0,45.92211304732463,7590.0,3733.216901306164,3183.42976839216,300.0,5293.755538375289,7239.0,181.0,78.53023726925035,78.70211214952452,0.27,2.443333333333335,0.3133333333333334,0.45,1.28,7184.0,0.11,0.8666666666666667,72211.24022516161,5460.961509017323,66750.2787161443,7466.0,12.972972972973562,5.259471931298031,7.306818166561083,7.329650583791975,197.98034550863233,122.30842498483999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16757.739216386683,17695.64758495331,-937.9083685666319,,,,,,7559.0,7636.0,,,,,,,,,,,,,,,,,,,129688.13938052881,135997.2754224389,-6309.136041910114,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12494.4946447134,227.9037589216233,12266.59088579178,,,,,,7701.0,7758.0,,,,,,,,,,,,,,,,,,,121445.326215968,2540.1746735486263,118905.1515424194,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9434.954300435184,9047.61482093811,387.3394794970751,,,,,,7809.0,7858.0,,,,,,,,,,,,,,,,,,,112749.0979953919,107821.4729333134,4927.625062078489,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6893.851629810333,971.0069421958923,5922.844687614441,,,,,,8497.0,8497.0,,,,,,,,,,,,,,,,,,,92905.0578491942,12933.71947703129,79971.33837216288,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5032.976016887426,4900.5294090271,132.4466078603268,,,,,,,,,,,,,,,,,,,,,,,,,,82847.22708351148,80203.46310214984,2643.7639813616283,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.464228143692,-280.40732537269594,2042.8715535163878,,,,,,,,,,,,,,,,,,,,,,,,,,32282.86144394334,-4704.915041980979,36987.77648592432,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253.0955563449859,2347.551799736023,-1094.4562433910369,,,,,,,,,,,,,,,,,,,,,,,,,,23816.15436183166,44617.5857264754,-20801.43136464374,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19579.07064314961,-58617.20735681534,39038.13671366572,,,,,,,,,,,,,,,,,,,,,,,,,,-35173.59206376992,-67331.08725702847,32157.49519325853,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
